simulation,period,variable,risk,value
2,12,ptf_bop,Crypto,62144.397270781476
2,12,ptf_bop,Stocks,497155.1781662518
2,12,ptf_eop,Cash,6765.604467763333
2,12,ptf_eop,Real Estate,200942.85849549016
2,12,ptf_eop,Precious Metals,71738.33241432626
2,12,ptf_eop,Bonds,383781.6495044067
2,12,ptf_eop,Crypto,45606.80871766464
2,12,ptf_eop,Stocks,511755.81595585664
2,12,ptf1,Cash,6765.604467763333
2,12,ptf1,Real Estate,248577.5890831259
2,12,ptf1,Precious Metals,62144.397270781476
2,12,ptf1,Bonds,372866.38362468884
2,12,ptf1,Crypto,62144.397270781476
2,12,ptf1,Stocks,497155.1781662518
2,12,ptf2,Cash,6765.604467763333
2,12,ptf2,Real Estate,248577.58908312584
2,12,ptf2,Precious Metals,62144.39727078146
2,12,ptf2,Bonds,372866.3836246888
2,12,ptf2,Crypto,62144.39727078146
2,12,ptf2,Stocks,497155.1781662517
2,12,ptf3,Cash,6765.604467763333
2,12,ptf3,Real Estate,200942.85849549016
2,12,ptf3,Precious Metals,71738.33241432626
2,12,ptf3,Bonds,383781.6495044067
2,12,ptf3,Crypto,45606.80871766464
2,12,ptf3,Stocks,511755.81595585664
2,12,ptf4,Cash,6765.604467763333
2,12,ptf4,Real Estate,200942.85849549016
2,12,ptf4,Precious Metals,71738.33241432626
2,12,ptf4,Bonds,383781.6495044067
2,12,ptf4,Crypto,45606.80871766464
2,12,ptf4,Stocks,511755.81595585664
2,12,ptf5,Cash,6765.604467763333
2,12,ptf5,Real Estate,200942.85849549016
2,12,ptf5,Precious Metals,71738.33241432626
2,12,ptf5,Bonds,383781.6495044067
2,12,ptf5,Crypto,45606.80871766464
2,12,ptf5,Stocks,511755.81595585664
2,12,returns,Cash,0.0
2,12,returns,Money Market,-0.01345565495017186
2,12,returns,Bonds,0.02927393393206708
2,12,returns,Stocks,0.0293683711461261
2,12,returns,Crypto,-0.2661155193292434
2,12,returns,Precious Metals,0.15438133709369145
2,12,returns,Real Estate,-0.19162922435339233
2,12,contributions,,0.0
2,12,withdrawals,,50000.0
2,12,availableCash,,6765.604467763333
2,12,cashBuffer,,150000.0
2,12,cashDepletion,,50000.0
2,12,shortfall,,0.0
2,12,cashReplenishment,,0
2,12,financialGainLoss,,-29062.4803278849
2,13,ptf_bop,Cash,6765.604467763333
2,13,ptf_bop,Real Estate,200942.85849549016
2,13,ptf_bop,Precious Metals,71738.33241432626
2,13,ptf_bop,Bonds,383781.6495044067
2,13,ptf_bop,Crypto,45606.80871766464
2,13,ptf_bop,Stocks,511755.81595585664
2,13,ptf_eop,Cash,0.0
2,13,ptf_eop,Real Estate,249234.03538694413
2,13,ptf_eop,Precious Metals,46829.08063977003
2,13,ptf_eop,Bonds,382591.08290654223
2,13,ptf_eop,Crypto,39664.884182546746
2,13,ptf_eop,Stocks,438011.4375933685
2,13,ptf1,Cash,0.0
2,13,ptf1,Real Estate,200942.85849549016
2,13,ptf1,Precious Metals,71738.33241432626
2,13,ptf1,Bonds,340547.25397217006
2,13,ptf1,Crypto,45606.80871766464
2,13,ptf1,Stocks,511755.81595585664
2,13,ptf2,Cash,0.0
2,13,ptf2,Real Estate,234118.2139111016
2,13,ptf2,Precious Metals,58529.5534777754
2,13,ptf2,Bonds,351177.3208666524
2,13,ptf2,Crypto,58529.5534777754
2,13,ptf2,Stocks,468236.4278222032
2,13,ptf3,Cash,0.0
2,13,ptf3,Real Estate,249234.03538694413
2,13,ptf3,Precious Metals,46829.08063977003
2,13,ptf3,Bonds,382591.08290654223
2,13,ptf3,Crypto,39664.884182546746
2,13,ptf3,Stocks,438011.4375933685
2,13,ptf4,Cash,0.0
2,13,ptf4,Real Estate,249234.03538694413
2,13,ptf4,Precious Metals,46829.08063977003
2,13,ptf4,Bonds,382591.08290654223
2,13,ptf4,Crypto,39664.884182546746
2,13,ptf4,Stocks,438011.4375933685
2,13,ptf5,Cash,0.0
2,13,ptf5,Real Estate,249234.03538694413
2,13,ptf5,Precious Metals,46829.08063977003
2,13,ptf5,Bonds,382591.08290654223
2,13,ptf5,Crypto,39664.884182546746
2,13,ptf5,Stocks,438011.4375933685
2,13,returns,Cash,0.0
2,13,returns,Money Market,0.013648668874544221
2,13,returns,Bonds,0.08945270714625131
2,13,returns,Stocks,-0.06455070223692971
2,13,returns,Crypto,-0.32231015229582893
2,13,returns,Precious Metals,-0.19990709210601143
2,13,returns,Real Estate,0.06456491027896809
2,13,contributions,,0.0
2,13,withdrawals,,50000.0
2,13,availableCash,,0.0
2,13,cashBuffer,,150000.0
2,13,cashDepletion,,6765.604467763333
2,13,shortfall,,43234.39553223667
2,13,cashReplenishment,,0
2,13,financialGainLoss,,-14260.548846336314
2,14,ptf_bop,Cash,0.0
2,14,ptf_bop,Real Estate,249234.03538694413
2,14,ptf_bop,Precious Metals,46829.08063977003
2,14,ptf_bop,Bonds,382591.08290654223
2,14,ptf_bop,Crypto,39664.884182546746
2,14,ptf_bop,Stocks,438011.4375933685
2,14,ptf_eop,Cash,73600.58587390953
2,14,ptf_eop,Real Estate,221266.1041418343
2,14,ptf_eop,Precious Metals,55316.52603545858
2,14,ptf_eop,Bonds,331899.1562127514
2,14,ptf_eop,Crypto,55316.52603545858
2,14,ptf_eop,Stocks,442532.2082836686
2,14,ptf1,Cash,0.0
2,14,ptf1,Real Estate,249234.03538694413
2,14,ptf1,Precious Metals,46829.08063977003
2,14,ptf1,Bonds,332591.08290654223
2,14,ptf1,Crypto,39664.884182546746
2,14,ptf1,Stocks,438011.4375933685
2,14,ptf2,Cash,0.0
2,14,ptf2,Real Estate,221266.10414183434
2,14,ptf2,Precious Metals,55316.526035458584
2,14,ptf2,Bonds,331899.1562127515
2,14,ptf2,Crypto,55316.526035458584
2,14,ptf2,Stocks,442532.2082836687
2,14,ptf3,Cash,0.0
2,14,ptf3,Real Estate,207472.04094199822
2,14,ptf3,Precious Metals,48176.05377193082
2,14,ptf3,Bonds,260834.94568644968
2,14,ptf3,Crypto,56768.08766774389
2,14,ptf3,Stocks,606679.9785149584
2,14,ptf4,Cash,73600.58587390953
2,14,ptf4,Real Estate,207472.04094199822
2,14,ptf4,Precious Metals,48176.05377193082
2,14,ptf4,Bonds,187234.35981254015
2,14,ptf4,Crypto,56768.08766774389
2,14,ptf4,Stocks,606679.9785149584
2,14,ptf5,Cash,73600.58587390953
2,14,ptf5,Real Estate,221266.1041418343
2,14,ptf5,Precious Metals,55316.52603545858
2,14,ptf5,Bonds,331899.1562127514
2,14,ptf5,Crypto,55316.52603545858
2,14,ptf5,Stocks,442532.2082836686
2,14,returns,Cash,0.0
2,14,returns,Money Market,-0.06495010192239287
2,14,returns,Bonds,-0.21411386319026618
2,14,returns,Stocks,0.37092841415526756
2,14,returns,Crypto,0.026241012158913214
2,14,returns,Precious Metals,-0.129083888220866
2,14,returns,Real Estate,-0.062341510704205995
2,14,contributions,,0.0
2,14,withdrawals,,50000.0
2,14,availableCash,,0.0
2,14,cashBuffer,,150000.0
2,14,cashDepletion,,0.0
2,14,shortfall,,50000.0
2,14,cashReplenishment,,73600.58587390953
2,14,financialGainLoss,,73600.58587390953
2,15,ptf_bop,Cash,73600.58587390953
2,15,ptf_bop,Real Estate,221266.1041418343
2,15,ptf_bop,Precious Metals,55316.52603545858
2,15,ptf_bop,Bonds,331899.1562127514
2,15,ptf_bop,Crypto,55316.52603545858
2,15,ptf_bop,Stocks,442532.2082836686
2,15,ptf_eop,Cash,92630.78260718612
2,15,ptf_eop,Real Estate,221266.1041418343
2,15,ptf_eop,Precious Metals,55316.52603545858
2,15,ptf_eop,Bonds,331899.1562127514
2,15,ptf_eop,Crypto,55316.52603545858
2,15,ptf_eop,Stocks,442532.2082836686
2,15,ptf1,Cash,23600.585873909527
2,15,ptf1,Real Estate,221266.1041418343
2,15,ptf1,Precious Metals,55316.52603545858
2,15,ptf1,Bonds,331899.1562127514
2,15,ptf1,Crypto,55316.52603545858
2,15,ptf1,Stocks,442532.2082836686
2,15,ptf2,Cash,23600.585873909527
2,15,ptf2,Real Estate,221266.1041418343
2,15,ptf2,Precious Metals,55316.52603545858
2,15,ptf2,Bonds,331899.1562127514
2,15,ptf2,Crypto,55316.52603545858
2,15,ptf2,Stocks,442532.2082836686
2,15,ptf3,Cash,23600.585873909527
2,15,ptf3,Real Estate,261716.6304108905
2,15,ptf3,Precious Metals,53401.33866332581
2,15,ptf3,Bonds,348923.97865475435
2,15,ptf3,Crypto,29456.07411527157
2,15,ptf3,Stocks,481862.6955982059
2,15,ptf4,Cash,92630.78260718612
2,15,ptf4,Real Estate,261716.6304108905
2,15,ptf4,Precious Metals,53401.33866332581
2,15,ptf4,Bonds,279893.78192147776
2,15,ptf4,Crypto,29456.07411527157
2,15,ptf4,Stocks,481862.6955982059
2,15,ptf5,Cash,92630.78260718612
2,15,ptf5,Real Estate,221266.1041418343
2,15,ptf5,Precious Metals,55316.52603545858
2,15,ptf5,Bonds,331899.1562127514
2,15,ptf5,Crypto,55316.52603545858
2,15,ptf5,Stocks,442532.2082836686
2,15,returns,Cash,0.0
2,15,returns,Money Market,0.024295364280977498
2,15,returns,Bonds,0.051295166388099556
2,15,returns,Stocks,0.08887598818417747
2,15,returns,Crypto,-0.46749956610814886
2,15,returns,Precious Metals,-0.03462233638650968
2,15,returns,Real Estate,0.18281393088173567
2,15,contributions,,0.0
2,15,withdrawals,,50000.0
2,15,availableCash,,23600.585873909527
2,15,cashBuffer,,150000.0
2,15,cashDepletion,,50000.0
2,15,shortfall,,0.0
2,15,cashReplenishment,,69030.19673327659
2,15,financialGainLoss,,69030.19673327659
2,16,ptf_bop,Cash,92630.78260718612
2,16,ptf_bop,Real Estate,221266.1041418343
2,16,ptf_bop,Precious Metals,55316.52603545858
2,16,ptf_bop,Bonds,331899.1562127514
2,16,ptf_bop,Crypto,55316.52603545858
2,16,ptf_bop,Stocks,442532.2082836686
2,16,ptf_eop,Cash,150000.0
2,16,ptf_eop,Real Estate,236011.25378496834
2,16,ptf_eop,Precious Metals,59002.813446242086
2,16,ptf_eop,Bonds,354016.88067745254
2,16,ptf_eop,Crypto,59002.813446242086
2,16,ptf_eop,Stocks,472022.5075699367
2,16,ptf1,Cash,42630.78260718612
2,16,ptf1,Real Estate,221266.1041418343
2,16,ptf1,Precious Metals,55316.52603545858
2,16,ptf1,Bonds,331899.1562127514
2,16,ptf1,Crypto,55316.52603545858
2,16,ptf1,Stocks,442532.2082836686
2,16,ptf2,Cash,42630.78260718612
2,16,ptf2,Real Estate,221266.1041418343
2,16,ptf2,Precious Metals,55316.52603545858
2,16,ptf2,Bonds,331899.1562127514
2,16,ptf2,Crypto,55316.52603545858
2,16,ptf2,Stocks,442532.2082836686
2,16,ptf3,Cash,42630.78260718612
2,16,ptf3,Real Estate,303369.4465045659
2,16,ptf3,Precious Metals,50874.7612113949
2,16,ptf3,Bonds,407057.37957145955
2,16,ptf3,Crypto,26237.713688895692
2,16,ptf3,Stocks,499886.1853413395
2,16,ptf4,Cash,150000.0
2,16,ptf4,Real Estate,303369.4465045659
2,16,ptf4,Precious Metals,50874.7612113949
2,16,ptf4,Bonds,299688.16217864567
2,16,ptf4,Crypto,26237.713688895692
2,16,ptf4,Stocks,499886.1853413395
2,16,ptf5,Cash,150000.0
2,16,ptf5,Real Estate,236011.25378496834
2,16,ptf5,Precious Metals,59002.813446242086
2,16,ptf5,Bonds,354016.88067745254
2,16,ptf5,Crypto,59002.813446242086
2,16,ptf5,Stocks,472022.5075699367
2,16,returns,Cash,0.0
2,16,returns,Money Market,0.04145734494662527
2,16,returns,Bonds,0.2264489738881133
2,16,returns,Stocks,0.12960407397263674
2,16,returns,Crypto,-0.525680378553111
2,16,returns,Precious Metals,-0.0802972482620555
2,16,returns,Real Estate,0.3710615445649203
2,16,contributions,,0.0
2,16,withdrawals,,50000.0
2,16,availableCash,,42630.78260718612
2,16,cashBuffer,,150000.0
2,16,cashDepletion,,50000.0
2,16,shortfall,,0.0
2,16,cashReplenishment,,107369.21739281388
2,16,financialGainLoss,,181094.9656084841
2,17,ptf_bop,Cash,150000.0
2,17,ptf_bop,Real Estate,236011.25378496834
2,17,ptf_bop,Precious Metals,59002.813446242086
2,17,ptf_bop,Bonds,354016.88067745254
2,17,ptf_bop,Crypto,59002.813446242086
2,17,ptf_bop,Stocks,472022.5075699367
2,17,ptf_eop,Cash,100000.0
2,17,ptf_eop,Real Estate,256454.35385436798
2,17,ptf_eop,Precious Metals,57159.30667423097
2,17,ptf_eop,Bonds,415241.57450352615
2,17,ptf_eop,Crypto,9897.103431788186
2,17,ptf_eop,Stocks,416348.0499605834
2,17,ptf1,Cash,100000.0
2,17,ptf1,Real Estate,236011.25378496834
2,17,ptf1,Precious Metals,59002.813446242086
2,17,ptf1,Bonds,354016.88067745254
2,17,ptf1,Crypto,59002.813446242086
2,17,ptf1,Stocks,472022.5075699367
2,17,ptf2,Cash,100000.0
2,17,ptf2,Real Estate,236011.25378496837
2,17,ptf2,Precious Metals,59002.81344624209
2,17,ptf2,Bonds,354016.88067745254
2,17,ptf2,Crypto,59002.81344624209
2,17,ptf2,Stocks,472022.50756993674
2,17,ptf3,Cash,100000.0
2,17,ptf3,Real Estate,256454.35385436798
2,17,ptf3,Precious Metals,57159.30667423097
2,17,ptf3,Bonds,415241.57450352615
2,17,ptf3,Crypto,9897.103431788186
2,17,ptf3,Stocks,416348.0499605834
2,17,ptf4,Cash,100000.0
2,17,ptf4,Real Estate,256454.35385436798
2,17,ptf4,Precious Metals,57159.30667423097
2,17,ptf4,Bonds,415241.57450352615
2,17,ptf4,Crypto,9897.103431788186
2,17,ptf4,Stocks,416348.0499605834
2,17,ptf5,Cash,100000.0
2,17,ptf5,Real Estate,256454.35385436798
2,17,ptf5,Precious Metals,57159.30667423097
2,17,ptf5,Bonds,415241.57450352615
2,17,ptf5,Crypto,9897.103431788186
2,17,ptf5,Stocks,416348.0499605834
2,17,returns,Cash,0.0
2,17,returns,Money Market,0.07122887435025935
2,17,returns,Bonds,0.17294286563090733
2,17,returns,Stocks,-0.11794873489396984
2,17,returns,Crypto,-0.8322604829546728
2,17,returns,Precious Metals,-0.03124438758654726
2,17,returns,Real Estate,0.0866191748975897
2,17,contributions,,0.0
2,17,withdrawals,,50000.0
2,17,availableCash,,100000.0
2,17,cashBuffer,,150000.0
2,17,cashDepletion,,50000.0
2,17,shortfall,,0.0
2,17,cashReplenishment,,0
2,17,financialGainLoss,,-24955.880500345258
2,18,ptf_bop,Cash,100000.0
2,18,ptf_bop,Real Estate,256454.35385436798
2,18,ptf_bop,Precious Metals,57159.30667423097
2,18,ptf_bop,Bonds,415241.57450352615
2,18,ptf_bop,Crypto,9897.103431788186
2,18,ptf_bop,Stocks,416348.0499605834
2,18,ptf_eop,Cash,50000.0
2,18,ptf_eop,Real Estate,245865.89255949168
2,18,ptf_eop,Precious Metals,51363.39440018771
2,18,ptf_eop,Bonds,327287.30334895005
2,18,ptf_eop,Crypto,19598.98908208303
2,18,ptf_eop,Stocks,495062.1042044774
2,18,ptf1,Cash,50000.0
2,18,ptf1,Real Estate,256454.35385436798
2,18,ptf1,Precious Metals,57159.30667423097
2,18,ptf1,Bonds,415241.57450352615
2,18,ptf1,Crypto,9897.103431788186
2,18,ptf1,Stocks,416348.0499605834
2,18,ptf2,Cash,50000.0
2,18,ptf2,Real Estate,231020.07768489936
2,18,ptf2,Precious Metals,57755.01942122484
2,18,ptf2,Bonds,346530.116527349
2,18,ptf2,Crypto,57755.01942122484
2,18,ptf2,Stocks,462040.1553697987
2,18,ptf3,Cash,50000.0
2,18,ptf3,Real Estate,245865.89255949168
2,18,ptf3,Precious Metals,51363.39440018771
2,18,ptf3,Bonds,327287.30334895005
2,18,ptf3,Crypto,19598.98908208303
2,18,ptf3,Stocks,495062.1042044774
2,18,ptf4,Cash,50000.0
2,18,ptf4,Real Estate,245865.89255949168
2,18,ptf4,Precious Metals,51363.39440018771
2,18,ptf4,Bonds,327287.30334895005
2,18,ptf4,Crypto,19598.98908208303
2,18,ptf4,Stocks,495062.1042044774
2,18,ptf5,Cash,50000.0
2,18,ptf5,Real Estate,245865.89255949168
2,18,ptf5,Precious Metals,51363.39440018771
2,18,ptf5,Bonds,327287.30334895005
2,18,ptf5,Crypto,19598.98908208303
2,18,ptf5,Stocks,495062.1042044774
2,18,returns,Cash,0.0
2,18,returns,Money Market,-0.08817544047260069
2,18,returns,Bonds,-0.05552998790187479
2,18,returns,Stocks,0.07146986782620496
2,18,returns,Crypto,-0.6606530604874068
2,18,returns,Precious Metals,-0.11066787069052948
2,18,returns,Real Estate,0.06426201143798989
2,18,contributions,,0.0
2,18,withdrawals,,50000.0
2,18,availableCash,,50000.0
2,18,cashBuffer,,150000.0
2,18,cashDepletion,,50000.0
2,18,shortfall,,0.0
2,18,cashReplenishment,,0
2,18,financialGainLoss,,-15922.704829306807
2,19,ptf_bop,Cash,50000.0
2,19,ptf_bop,Real Estate,245865.89255949168
2,19,ptf_bop,Precious Metals,51363.39440018771
2,19,ptf_bop,Bonds,327287.30334895005
2,19,ptf_bop,Crypto,19598.98908208303
2,19,ptf_bop,Stocks,495062.1042044774
2,19,ptf_eop,Cash,105521.01817024918
2,19,ptf_eop,Real Estate,227835.53671903798
2,19,ptf_eop,Precious Metals,56958.884179759494
2,19,ptf_eop,Bonds,341753.305078557
2,19,ptf_eop,Crypto,56958.884179759494
2,19,ptf_eop,Stocks,455671.07343807595
2,19,ptf1,Cash,0.0
2,19,ptf1,Real Estate,245865.89255949168
2,19,ptf1,Precious Metals,51363.39440018771
2,19,ptf1,Bonds,327287.30334895005
2,19,ptf1,Crypto,19598.98908208303
2,19,ptf1,Stocks,495062.1042044774
2,19,ptf2,Cash,0.0
2,19,ptf2,Real Estate,227835.53671903798
2,19,ptf2,Precious Metals,56958.884179759494
2,19,ptf2,Bonds,341753.305078557
2,19,ptf2,Crypto,56958.884179759494
2,19,ptf2,Stocks,455671.07343807595
2,19,ptf3,Cash,0.0
2,19,ptf3,Real Estate,197530.14525009115
2,19,ptf3,Precious Metals,61470.5745777024
2,19,ptf3,Bonds,372760.6633455534
2,19,ptf3,Crypto,82030.91567972602
2,19,ptf3,Stocks,530906.402912366
2,19,ptf4,Cash,105521.01817024918
2,19,ptf4,Real Estate,197530.14525009115
2,19,ptf4,Precious Metals,61470.5745777024
2,19,ptf4,Bonds,267239.6451753042
2,19,ptf4,Crypto,82030.91567972602
2,19,ptf4,Stocks,530906.402912366
2,19,ptf5,Cash,105521.01817024918
2,19,ptf5,Real Estate,227835.53671903798
2,19,ptf5,Precious Metals,56958.884179759494
2,19,ptf5,Bonds,341753.305078557
2,19,ptf5,Crypto,56958.884179759494
2,19,ptf5,Stocks,455671.07343807595
2,19,returns,Cash,0.0
2,19,returns,Money Market,0.02427540382382192
2,19,returns,Bonds,0.09073023671232346
2,19,returns,Stocks,0.16510885561954403
2,19,returns,Crypto,0.4401777152242027
2,19,returns,Precious Metals,0.07920959939636853
2,19,returns,Real Estate,-0.1330143308869274
2,19,contributions,,0.0
2,19,withdrawals,,50000.0
2,19,availableCash,,0.0
2,19,cashBuffer,,150000.0
2,19,cashDepletion,,50000.0
2,19,shortfall,,0.0
2,19,cashReplenishment,,105521.01817024918
2,19,financialGainLoss,,105521.01817024918
2,20,ptf_bop,Cash,105521.01817024918
2,20,ptf_bop,Real Estate,227835.53671903798
2,20,ptf_bop,Precious Metals,56958.884179759494
2,20,ptf_bop,Bonds,341753.305078557
2,20,ptf_bop,Crypto,56958.884179759494
2,20,ptf_bop,Stocks,455671.07343807595
2,20,ptf_eop,Cash,55521.01817024918
2,20,ptf_eop,Real Estate,213897.16939090507
2,20,ptf_eop,Precious Metals,64860.2790328195
2,20,ptf_eop,Bonds,311805.4585101301
2,20,ptf_eop,Crypto,86909.9338407901
2,20,ptf_eop,Stocks,332437.6282382125
2,20,ptf1,Cash,55521.01817024918
2,20,ptf1,Real Estate,227835.53671903798
2,20,ptf1,Precious Metals,56958.884179759494
2,20,ptf1,Bonds,341753.305078557
2,20,ptf1,Crypto,56958.884179759494
2,20,ptf1,Stocks,455671.07343807595
2,20,ptf2,Cash,55521.01817024918
2,20,ptf2,Real Estate,227835.536719038
2,20,ptf2,Precious Metals,56958.8841797595
2,20,ptf2,Bonds,341753.305078557
2,20,ptf2,Crypto,56958.8841797595
2,20,ptf2,Stocks,455671.073438076
2,20,ptf3,Cash,55521.01817024918
2,20,ptf3,Real Estate,213897.16939090507
2,20,ptf3,Precious Metals,64860.2790328195
2,20,ptf3,Bonds,311805.4585101301
2,20,ptf3,Crypto,86909.9338407901
2,20,ptf3,Stocks,332437.6282382125
2,20,ptf4,Cash,55521.01817024918
2,20,ptf4,Real Estate,213897.16939090507
2,20,ptf4,Precious Metals,64860.2790328195
2,20,ptf4,Bonds,311805.4585101301
2,20,ptf4,Crypto,86909.9338407901
2,20,ptf4,Stocks,332437.6282382125
2,20,ptf5,Cash,55521.01817024918
2,20,ptf5,Real Estate,213897.16939090507
2,20,ptf5,Precious Metals,64860.2790328195
2,20,ptf5,Bonds,311805.4585101301
2,20,ptf5,Crypto,86909.9338407901
2,20,ptf5,Stocks,332437.6282382125
2,20,returns,Cash,0.0
2,20,returns,Money Market,-0.027609135263904468
2,20,returns,Bonds,-0.08763001300468161
2,20,returns,Stocks,-0.2704438626530689
2,20,returns,Crypto,0.5258363131992987
2,20,returns,Precious Metals,0.13872102599699057
2,20,returns,Real Estate,-0.061177319082235365
2,20,contributions,,0.0
2,20,withdrawals,,50000.0
2,20,availableCash,,55521.01817024918
2,20,cashBuffer,,150000.0
2,20,cashDepletion,,50000.0
2,20,shortfall,,0.0
2,20,cashReplenishment,,0
2,20,financialGainLoss,,-129267.21458233288
3,1,ptf_bop,Cash,150000.0
3,1,ptf_bop,Real Estate,170000.0
3,1,ptf_bop,Precious Metals,42500.0
3,1,ptf_bop,Bonds,255000.0
3,1,ptf_bop,Crypto,42500.0
3,1,ptf_bop,Stocks,340000.0
3,1,ptf_eop,Cash,136401.84452871466
3,1,ptf_eop,Real Estate,170000.00000000003
3,1,ptf_eop,Precious Metals,42500.00000000001
3,1,ptf_eop,Bonds,255000.00000000003
3,1,ptf_eop,Crypto,42500.00000000001
3,1,ptf_eop,Stocks,340000.00000000006
3,1,ptf1,Cash,100000.0
3,1,ptf1,Real Estate,170000.0
3,1,ptf1,Precious Metals,42500.0
3,1,ptf1,Bonds,255000.0
3,1,ptf1,Crypto,42500.0
3,1,ptf1,Stocks,340000.0
3,1,ptf2,Cash,100000.0
3,1,ptf2,Real Estate,170000.0
3,1,ptf2,Precious Metals,42500.0
3,1,ptf2,Bonds,255000.0
3,1,ptf2,Crypto,42500.0
3,1,ptf2,Stocks,340000.0
3,1,ptf3,Cash,100000.0
3,1,ptf3,Real Estate,148464.44991774744
3,1,ptf3,Precious Metals,47768.30286216607
3,1,ptf3,Bonds,241697.75578574758
3,1,ptf3,Crypto,48810.05726686025
3,1,ptf3,Stocks,399661.2786961934
3,1,ptf4,Cash,136401.84452871466
3,1,ptf4,Real Estate,148464.44991774744
3,1,ptf4,Precious Metals,47768.30286216607
3,1,ptf4,Bonds,205295.91125703292
3,1,ptf4,Crypto,48810.05726686025
3,1,ptf4,Stocks,399661.2786961934
3,1,ptf5,Cash,136401.84452871466
3,1,ptf5,Real Estate,170000.00000000003
3,1,ptf5,Precious Metals,42500.00000000001
3,1,ptf5,Bonds,255000.00000000003
3,1,ptf5,Crypto,42500.00000000001
3,1,ptf5,Stocks,340000.00000000006
3,1,returns,Cash,0.0
3,1,returns,Money Market,0.04522427367491173
3,1,returns,Bonds,-0.05216566358530364
3,1,returns,Stocks,0.1754743491064513
3,1,returns,Crypto,0.14847193569082923
3,1,returns,Precious Metals,0.1239600673450841
3,1,returns,Real Estate,-0.1266797063661916
3,1,contributions,,0.0
3,1,withdrawals,,50000.0
3,1,availableCash,,100000.0
3,1,cashBuffer,,150000.0
3,1,cashDepletion,,50000.0
3,1,shortfall,,0.0
3,1,cashReplenishment,,36401.84452871466
3,1,financialGainLoss,,36401.84452871466
3,2,ptf_bop,Cash,136401.84452871466
3,2,ptf_bop,Real Estate,170000.00000000003
3,2,ptf_bop,Precious Metals,42500.00000000001
3,2,ptf_bop,Bonds,255000.00000000003
3,2,ptf_bop,Crypto,42500.00000000001
3,2,ptf_bop,Stocks,340000.00000000006
3,2,ptf_eop,Cash,86401.84452871466
3,2,ptf_eop,Real Estate,129863.5355785068
3,2,ptf_eop,Precious Metals,46676.51837695606
3,2,ptf_eop,Bonds,221276.26497407706
3,2,ptf_eop,Crypto,69238.07582819456
3,2,ptf_eop,Stocks,330350.5922384458
3,2,ptf1,Cash,86401.84452871466
3,2,ptf1,Real Estate,170000.00000000003
3,2,ptf1,Precious Metals,42500.00000000001
3,2,ptf1,Bonds,255000.00000000003
3,2,ptf1,Crypto,42500.00000000001
3,2,ptf1,Stocks,340000.00000000006
3,2,ptf2,Cash,86401.84452871466
3,2,ptf2,Real Estate,170000.00000000003
3,2,ptf2,Precious Metals,42500.00000000001
3,2,ptf2,Bonds,255000.00000000003
3,2,ptf2,Crypto,42500.00000000001
3,2,ptf2,Stocks,340000.00000000006
3,2,ptf3,Cash,86401.84452871466
3,2,ptf3,Real Estate,129863.5355785068
3,2,ptf3,Precious Metals,46676.51837695606
3,2,ptf3,Bonds,221276.26497407706
3,2,ptf3,Crypto,69238.07582819456
3,2,ptf3,Stocks,330350.5922384458
3,2,ptf4,Cash,86401.84452871466
3,2,ptf4,Real Estate,129863.5355785068
3,2,ptf4,Precious Metals,46676.51837695606
3,2,ptf4,Bonds,221276.26497407706
3,2,ptf4,Crypto,69238.07582819456
3,2,ptf4,Stocks,330350.5922384458
3,2,ptf5,Cash,86401.84452871466
3,2,ptf5,Real Estate,129863.5355785068
3,2,ptf5,Precious Metals,46676.51837695606
3,2,ptf5,Bonds,221276.26497407706
3,2,ptf5,Crypto,69238.07582819456
3,2,ptf5,Stocks,330350.5922384458
3,2,returns,Cash,0.0
3,2,returns,Money Market,-0.017985446251855892
3,2,returns,Bonds,-0.1322499412781293
3,2,returns,Stocks,-0.02838061106339481
3,2,returns,Crypto,0.6291311959575187
3,2,returns,Precious Metals,0.09827102063425996
3,2,returns,Real Estate,-0.23609684953819537
3,2,contributions,,0.0
3,2,withdrawals,,50000.0
3,2,availableCash,,86401.84452871466
3,2,cashBuffer,,150000.0
3,2,cashDepletion,,50000.0
3,2,shortfall,,0.0
3,2,cashReplenishment,,0
3,2,financialGainLoss,,-52595.013003819855
3,3,ptf_bop,Cash,86401.84452871466
3,3,ptf_bop,Real Estate,129863.5355785068
3,3,ptf_bop,Precious Metals,46676.51837695606
3,3,ptf_bop,Bonds,221276.26497407706
3,3,ptf_bop,Crypto,69238.07582819456
3,3,ptf_bop,Stocks,330350.5922384458
3,3,ptf_eop,Cash,36401.84452871466
3,3,ptf_eop,Real Estate,169384.37893870068
3,3,ptf_eop,Precious Metals,37145.68781512497
3,3,ptf_eop,Bonds,213461.25409591215
3,3,ptf_eop,Crypto,31.427364622626907
3,3,ptf_eop,Stocks,356512.00875406194
3,3,ptf1,Cash,36401.84452871466
3,3,ptf1,Real Estate,129863.5355785068
3,3,ptf1,Precious Metals,46676.51837695606
3,3,ptf1,Bonds,221276.26497407706
3,3,ptf1,Crypto,69238.07582819456
3,3,ptf1,Stocks,330350.5922384458
3,3,ptf2,Cash,36401.84452871466
3,3,ptf2,Real Estate,159480.99739923608
3,3,ptf2,Precious Metals,39870.24934980902
3,3,ptf2,Bonds,239221.49609885408
3,3,ptf2,Crypto,39870.24934980902
3,3,ptf2,Stocks,318961.99479847215
3,3,ptf3,Cash,36401.84452871466
