simulation,period,variable,risk,value
17,18,ptf5,Cash,1748.1602474096035
17,18,ptf5,Real Estate,-6044.565873268775
17,18,ptf5,Precious Metals,-1511.1414683171938
17,18,ptf5,Bonds,-9066.848809903164
17,18,ptf5,Crypto,-1511.1414683171938
17,18,ptf5,Stocks,-12089.13174653755
17,18,returns,Cash,0.0
17,18,returns,Money Market,-0.021440724773672787
17,18,returns,Bonds,-0.12185794371545824
17,18,returns,Stocks,-0.08630316221732638
17,18,returns,Crypto,0.3964860636197672
17,18,returns,Precious Metals,-0.06250464796384013
17,18,returns,Real Estate,-0.017313991824552274
17,18,contributions,,0.0
17,18,withdrawals,,50000.0
17,18,availableCash,,0.0
17,18,cashBuffer,,150000.0
17,18,cashDepletion,,0.0
17,18,shortfall,,50000.0
17,18,cashReplenishment,,1748.1602474096035
17,18,financialGainLoss,,1748.1602474096035
17,19,ptf_bop,Cash,1748.1602474096035
17,19,ptf_bop,Real Estate,-6044.565873268775
17,19,ptf_bop,Precious Metals,-1511.1414683171938
17,19,ptf_bop,Bonds,-9066.848809903164
17,19,ptf_bop,Crypto,-1511.1414683171938
17,19,ptf_bop,Stocks,-12089.13174653755
17,19,ptf_eop,Cash,0.0
17,19,ptf_eop,Real Estate,-18423.34090777062
17,19,ptf_eop,Precious Metals,-3226.248149992028
17,19,ptf_eop,Bonds,-26642.235468905783
17,19,ptf_eop,Crypto,-2358.6340840308994
17,19,ptf_eop,Stocks,-38357.85687360264
17,19,ptf1,Cash,0.0
17,19,ptf1,Real Estate,-6044.565873268775
17,19,ptf1,Precious Metals,-1511.1414683171938
17,19,ptf1,Bonds,-57318.68856249357
17,19,ptf1,Crypto,-1511.1414683171938
17,19,ptf1,Stocks,-12089.13174653755
17,19,ptf2,Cash,0.0
17,19,ptf2,Real Estate,-15694.933823786852
17,19,ptf2,Precious Metals,-3923.733455946713
17,19,ptf2,Bonds,-23542.40073568028
17,19,ptf2,Crypto,-3923.733455946713
17,19,ptf2,Stocks,-31389.867647573705
17,19,ptf3,Cash,0.0
17,19,ptf3,Real Estate,-18423.34090777062
17,19,ptf3,Precious Metals,-3226.248149992028
17,19,ptf3,Bonds,-26642.235468905783
17,19,ptf3,Crypto,-2358.6340840308994
17,19,ptf3,Stocks,-38357.85687360264
17,19,ptf4,Cash,0.0
17,19,ptf4,Real Estate,-18423.34090777062
17,19,ptf4,Precious Metals,-3226.248149992028
17,19,ptf4,Bonds,-26642.235468905783
17,19,ptf4,Crypto,-2358.6340840308994
17,19,ptf4,Stocks,-38357.85687360264
17,19,ptf5,Cash,0.0
17,19,ptf5,Real Estate,-18423.34090777062
17,19,ptf5,Precious Metals,-3226.248149992028
17,19,ptf5,Bonds,-26642.235468905783
17,19,ptf5,Crypto,-2358.6340840308994
17,19,ptf5,Stocks,-38357.85687360264
17,19,returns,Cash,0.0
17,19,returns,Money Market,0.06623862914380038
17,19,returns,Bonds,0.1316702900451214
17,19,returns,Stocks,0.22198211551132602
17,19,returns,Crypto,-0.39888014552665085
17,19,returns,Precious Metals,-0.17776062359628267
17,19,returns,Real Estate,0.1738399864960668
17,19,contributions,,0.0
17,19,withdrawals,,50000.0
17,19,availableCash,,0.0
17,19,cashBuffer,,150000.0
17,19,cashDepletion,,1748.1602474096035
17,19,shortfall,,48251.8397525904
17,19,cashReplenishment,,0
17,19,financialGainLoss,,-10533.646365367706
17,20,ptf_bop,Cash,0.0
17,20,ptf_bop,Real Estate,-18423.34090777062
17,20,ptf_bop,Precious Metals,-3226.248149992028
17,20,ptf_bop,Bonds,-26642.235468905783
17,20,ptf_bop,Crypto,-2358.6340840308994
17,20,ptf_bop,Stocks,-38357.85687360264
17,20,ptf_eop,Cash,0.0
17,20,ptf_eop,Real Estate,-34432.98457606607
17,20,ptf_eop,Precious Metals,-7763.68665583951
17,20,ptf_eop,Bonds,-51067.93232450672
17,20,ptf_eop,Crypto,-4324.530202518191
17,20,ptf_eop,Stocks,-63649.35803237951
17,20,ptf1,Cash,0.0
17,20,ptf1,Real Estate,-18423.34090777062
17,20,ptf1,Precious Metals,-3226.248149992028
17,20,ptf1,Bonds,-76642.23546890578
17,20,ptf1,Crypto,-2358.6340840308994
17,20,ptf1,Stocks,-38357.85687360264
17,20,ptf2,Cash,0.0
17,20,ptf2,Real Estate,-27801.663096860397
17,20,ptf2,Precious Metals,-6950.415774215099
17,20,ptf2,Bonds,-41702.49464529059
17,20,ptf2,Crypto,-6950.415774215099
17,20,ptf2,Stocks,-55603.32619372079
17,20,ptf3,Cash,0.0
17,20,ptf3,Real Estate,-34432.98457606607
17,20,ptf3,Precious Metals,-7763.68665583951
17,20,ptf3,Bonds,-51067.93232450672
17,20,ptf3,Crypto,-4324.530202518191
17,20,ptf3,Stocks,-63649.35803237951
17,20,ptf4,Cash,0.0
17,20,ptf4,Real Estate,-34432.98457606607
17,20,ptf4,Precious Metals,-7763.68665583951
17,20,ptf4,Bonds,-51067.93232450672
17,20,ptf4,Crypto,-4324.530202518191
17,20,ptf4,Stocks,-63649.35803237951
17,20,ptf5,Cash,0.0
17,20,ptf5,Real Estate,-34432.98457606607
17,20,ptf5,Precious Metals,-7763.68665583951
17,20,ptf5,Bonds,-51067.93232450672
17,20,ptf5,Crypto,-4324.530202518191
17,20,ptf5,Stocks,-63649.35803237951
17,20,returns,Cash,0.0
17,20,returns,Money Market,0.05215387257443393
17,20,returns,Bonds,0.22457739660123083
17,20,returns,Stocks,0.1447041461265558
17,20,returns,Crypto,-0.37780266058881146
17,20,returns,Precious Metals,0.1170103930532492
17,20,returns,Real Estate,0.23852247457651327
17,20,contributions,,0.0
17,20,withdrawals,,50000.0
17,20,availableCash,,0.0
17,20,cashBuffer,,150000.0
17,20,cashDepletion,,0.0
17,20,shortfall,,50000.0
17,20,cashReplenishment,,0
17,20,financialGainLoss,,-22230.17630700802
18,1,ptf_bop,Cash,150000.0
18,1,ptf_bop,Real Estate,170000.0
18,1,ptf_bop,Precious Metals,42500.0
18,1,ptf_bop,Bonds,255000.0
18,1,ptf_bop,Crypto,42500.0
18,1,ptf_bop,Stocks,340000.0
18,1,ptf_eop,Cash,100000.0
18,1,ptf_eop,Real Estate,172214.99755001263
18,1,ptf_eop,Precious Metals,38546.46516778415
18,1,ptf_eop,Bonds,233485.81825070645
18,1,ptf_eop,Crypto,32952.75148981673
18,1,ptf_eop,Stocks,285395.73909891816
18,1,ptf1,Cash,100000.0
18,1,ptf1,Real Estate,170000.0
18,1,ptf1,Precious Metals,42500.0
18,1,ptf1,Bonds,255000.0
18,1,ptf1,Crypto,42500.0
18,1,ptf1,Stocks,340000.0
18,1,ptf2,Cash,100000.0
18,1,ptf2,Real Estate,170000.0
18,1,ptf2,Precious Metals,42500.0
18,1,ptf2,Bonds,255000.0
18,1,ptf2,Crypto,42500.0
18,1,ptf2,Stocks,340000.0
18,1,ptf3,Cash,100000.0
18,1,ptf3,Real Estate,172214.99755001263
18,1,ptf3,Precious Metals,38546.46516778415
18,1,ptf3,Bonds,233485.81825070645
18,1,ptf3,Crypto,32952.75148981673
18,1,ptf3,Stocks,285395.73909891816
18,1,ptf4,Cash,100000.0
18,1,ptf4,Real Estate,172214.99755001263
18,1,ptf4,Precious Metals,38546.46516778415
18,1,ptf4,Bonds,233485.81825070645
18,1,ptf4,Crypto,32952.75148981673
18,1,ptf4,Stocks,285395.73909891816
18,1,ptf5,Cash,100000.0
18,1,ptf5,Real Estate,172214.99755001263
18,1,ptf5,Precious Metals,38546.46516778415
18,1,ptf5,Bonds,233485.81825070645
18,1,ptf5,Crypto,32952.75148981673
18,1,ptf5,Stocks,285395.73909891816
18,1,returns,Cash,0.0
18,1,returns,Money Market,0.014387573223584454
18,1,returns,Bonds,-0.08436934019330802
18,1,returns,Stocks,-0.16060076735612305
18,1,returns,Crypto,-0.22464114141607688
18,1,returns,Precious Metals,-0.09302434899331416
18,1,returns,Real Estate,0.013029397353015525
18,1,contributions,,0.0
18,1,withdrawals,,50000.0
18,1,availableCash,,100000.0
18,1,cashBuffer,,150000.0
18,1,cashDepletion,,50000.0
18,1,shortfall,,0.0
18,1,cashReplenishment,,0
18,1,financialGainLoss,,-87404.22844276193
18,2,ptf_bop,Cash,100000.0
18,2,ptf_bop,Real Estate,172214.99755001263
18,2,ptf_bop,Precious Metals,38546.46516778415
18,2,ptf_bop,Bonds,233485.81825070645
18,2,ptf_bop,Crypto,32952.75148981673
18,2,ptf_bop,Stocks,285395.73909891816
18,2,ptf_eop,Cash,50000.0
18,2,ptf_eop,Real Estate,134488.37264152968
18,2,ptf_eop,Precious Metals,44090.422307503366
18,2,ptf_eop,Bonds,247331.71037155678
18,2,ptf_eop,Crypto,50060.37689276166
18,2,ptf_eop,Stocks,177241.71154830707
18,2,ptf1,Cash,50000.0
18,2,ptf1,Real Estate,172214.99755001263
18,2,ptf1,Precious Metals,38546.46516778415
18,2,ptf1,Bonds,233485.81825070645
18,2,ptf1,Crypto,32952.75148981673
18,2,ptf1,Stocks,285395.73909891816
18,2,ptf2,Cash,50000.0
18,2,ptf2,Real Estate,152519.1543114476
18,2,ptf2,Precious Metals,38129.7885778619
18,2,ptf2,Bonds,228778.73146717143
18,2,ptf2,Crypto,38129.7885778619
18,2,ptf2,Stocks,305038.3086228952
18,2,ptf3,Cash,50000.0
18,2,ptf3,Real Estate,134488.37264152968
18,2,ptf3,Precious Metals,44090.422307503366
18,2,ptf3,Bonds,247331.71037155678
18,2,ptf3,Crypto,50060.37689276166
18,2,ptf3,Stocks,177241.71154830707
18,2,ptf4,Cash,50000.0
18,2,ptf4,Real Estate,134488.37264152968
18,2,ptf4,Precious Metals,44090.422307503366
18,2,ptf4,Bonds,247331.71037155678
18,2,ptf4,Crypto,50060.37689276166
18,2,ptf4,Stocks,177241.71154830707
18,2,ptf5,Cash,50000.0
18,2,ptf5,Real Estate,134488.37264152968
18,2,ptf5,Precious Metals,44090.422307503366
18,2,ptf5,Bonds,247331.71037155678
18,2,ptf5,Crypto,50060.37689276166
18,2,ptf5,Stocks,177241.71154830707
18,2,returns,Cash,0.0
18,2,returns,Money Market,-0.008848791490388488
18,2,returns,Bonds,0.08109573291802086
18,2,returns,Stocks,-0.418952615006062
18,2,returns,Crypto,0.3128941638513738
18,2,returns,Precious Metals,0.15632485654804293
18,2,returns,Real Estate,-0.11821978525463525
18,2,contributions,,0.0
18,2,withdrawals,,50000.0
18,2,availableCash,,50000.0
18,2,cashBuffer,,150000.0
18,2,cashDepletion,,50000.0
18,2,shortfall,,0.0
18,2,cashReplenishment,,0
18,2,financialGainLoss,,-109383.17779557942
18,3,ptf_bop,Cash,50000.0
18,3,ptf_bop,Real Estate,134488.37264152968
18,3,ptf_bop,Precious Metals,44090.422307503366
18,3,ptf_bop,Bonds,247331.71037155678
18,3,ptf_bop,Crypto,50060.37689276166
18,3,ptf_bop,Stocks,177241.71154830707
18,3,ptf_eop,Cash,45345.051442379714
18,3,ptf_eop,Real Estate,130642.5187523317
18,3,ptf_eop,Precious Metals,32660.629688082925
18,3,ptf_eop,Bonds,195963.77812849756
18,3,ptf_eop,Crypto,32660.629688082925
18,3,ptf_eop,Stocks,261285.0375046634
18,3,ptf1,Cash,0.0
18,3,ptf1,Real Estate,134488.37264152968
18,3,ptf1,Precious Metals,44090.422307503366
18,3,ptf1,Bonds,247331.71037155678
18,3,ptf1,Crypto,50060.37689276166
18,3,ptf1,Stocks,177241.71154830707
18,3,ptf2,Cash,0.0
18,3,ptf2,Real Estate,130642.5187523317
18,3,ptf2,Precious Metals,32660.629688082925
18,3,ptf2,Bonds,195963.77812849756
18,3,ptf2,Crypto,32660.629688082925
18,3,ptf2,Stocks,261285.0375046634
18,3,ptf3,Cash,0.0
18,3,ptf3,Real Estate,139953.5530400005
18,3,ptf3,Precious Metals,35259.298748340596
18,3,ptf3,Bonds,192179.42560833378
18,3,ptf3,Crypto,35844.4992420696
18,3,ptf3,Stocks,295320.8685652938
18,3,ptf4,Cash,45345.051442379714
18,3,ptf4,Real Estate,139953.5530400005
18,3,ptf4,Precious Metals,35259.298748340596
18,3,ptf4,Bonds,146834.37416595407
18,3,ptf4,Crypto,35844.4992420696
18,3,ptf4,Stocks,295320.8685652938
18,3,ptf5,Cash,45345.051442379714
18,3,ptf5,Real Estate,130642.5187523317
18,3,ptf5,Precious Metals,32660.629688082925
18,3,ptf5,Bonds,195963.77812849756
18,3,ptf5,Crypto,32660.629688082925
18,3,ptf5,Stocks,261285.0375046634
18,3,returns,Cash,0.0
18,3,returns,Money Market,-0.004141892324563926
18,3,returns,Bonds,-0.019311489890148515
18,3,returns,Stocks,0.130263222822405
18,3,returns,Crypto,0.09748340997688716
18,3,returns,Precious Metals,0.07956579787577896
18,3,returns,Real Estate,0.07127108675331333
18,3,contributions,,0.0
18,3,withdrawals,,50000.0
18,3,availableCash,,0.0
18,3,cashBuffer,,150000.0
18,3,cashDepletion,,50000.0
18,3,shortfall,,0.0
18,3,cashReplenishment,,45345.051442379714
18,3,financialGainLoss,,45345.051442379714
18,4,ptf_bop,Cash,45345.051442379714
18,4,ptf_bop,Real Estate,130642.5187523317
18,4,ptf_bop,Precious Metals,32660.629688082925
18,4,ptf_bop,Bonds,195963.77812849756
18,4,ptf_bop,Crypto,32660.629688082925
18,4,ptf_bop,Stocks,261285.0375046634
18,4,ptf_eop,Cash,60168.17767169105
18,4,ptf_eop,Real Estate,129711.52904080767
18,4,ptf_eop,Precious Metals,32427.882260201917
18,4,ptf_eop,Bonds,194567.29356121153
18,4,ptf_eop,Crypto,32427.882260201917
18,4,ptf_eop,Stocks,259423.05808161534
18,4,ptf1,Cash,0.0
18,4,ptf1,Real Estate,130642.5187523317
18,4,ptf1,Precious Metals,32660.629688082925
18,4,ptf1,Bonds,191308.82957087728
18,4,ptf1,Crypto,32660.629688082925
18,4,ptf1,Stocks,261285.0375046634
18,4,ptf2,Cash,0.0
18,4,ptf2,Real Estate,129711.52904080765
18,4,ptf2,Precious Metals,32427.882260201914
18,4,ptf2,Bonds,194567.2935612115
18,4,ptf2,Crypto,32427.882260201914
18,4,ptf2,Stocks,259423.0580816153
18,4,ptf3,Cash,0.0
18,4,ptf3,Real Estate,144788.83585315477
18,4,ptf3,Precious Metals,35004.12319275352
18,4,ptf3,Bonds,199275.99574753898
18,4,ptf3,Crypto,29407.80457260151
18,4,ptf3,Stocks,300249.06350968056
18,4,ptf4,Cash,60168.17767169105
18,4,ptf4,Real Estate,144788.83585315477
18,4,ptf4,Precious Metals,35004.12319275352
18,4,ptf4,Bonds,139107.81807584793
18,4,ptf4,Crypto,29407.80457260151
18,4,ptf4,Stocks,300249.06350968056
18,4,ptf5,Cash,60168.17767169105
18,4,ptf5,Real Estate,129711.52904080767
18,4,ptf5,Precious Metals,32427.882260201917
18,4,ptf5,Bonds,194567.29356121153
18,4,ptf5,Crypto,32427.882260201917
18,4,ptf5,Stocks,259423.05808161534
18,4,returns,Cash,0.0
18,4,returns,Money Market,0.030363859588626176
18,4,returns,Bonds,0.02420089265848848
18,4,returns,Stocks,0.15737230811311032
18,4,returns,Crypto,-0.09313212819040242
18,4,returns,Precious Metals,0.07944524134754775
18,4,returns,Real Estate,0.11623721440831797
18,4,contributions,,0.0
18,4,withdrawals,,50000.0
18,4,availableCash,,0.0
18,4,cashBuffer,,150000.0
18,4,cashDepletion,,45345.051442379714
18,4,shortfall,,4654.948557620286
18,4,cashReplenishment,,60168.17767169105
18,4,financialGainLoss,,60168.17767169105
18,5,ptf_bop,Cash,60168.17767169105
18,5,ptf_bop,Real Estate,129711.52904080767
18,5,ptf_bop,Precious Metals,32427.882260201917
18,5,ptf_bop,Bonds,194567.29356121153
18,5,ptf_bop,Crypto,32427.882260201917
18,5,ptf_bop,Stocks,259423.05808161534
18,5,ptf_eop,Cash,64044.47130226041
18,5,ptf_eop,Real Estate,129711.52904080767
18,5,ptf_eop,Precious Metals,32427.882260201917
18,5,ptf_eop,Bonds,194567.29356121153
18,5,ptf_eop,Crypto,32427.882260201917
18,5,ptf_eop,Stocks,259423.05808161534
18,5,ptf1,Cash,10168.177671691054
18,5,ptf1,Real Estate,129711.52904080767
18,5,ptf1,Precious Metals,32427.882260201917
18,5,ptf1,Bonds,194567.29356121153
18,5,ptf1,Crypto,32427.882260201917
18,5,ptf1,Stocks,259423.05808161534
18,5,ptf2,Cash,10168.177671691054
18,5,ptf2,Real Estate,129711.52904080767
18,5,ptf2,Precious Metals,32427.882260201917
18,5,ptf2,Bonds,194567.29356121153
18,5,ptf2,Crypto,32427.882260201917
18,5,ptf2,Stocks,259423.05808161534
18,5,ptf3,Cash,10168.177671691054
18,5,ptf3,Real Estate,130789.62520245751
18,5,ptf3,Precious Metals,42950.88284485884
18,5,ptf3,Bonds,196070.51824214117
18,5,ptf3,Crypto,40332.53963957119
18,5,ptf3,Stocks,292290.372905579
18,5,ptf4,Cash,64044.47130226041
18,5,ptf4,Real Estate,130789.62520245751
18,5,ptf4,Precious Metals,42950.88284485884
18,5,ptf4,Bonds,142194.22461157182
18,5,ptf4,Crypto,40332.53963957119
18,5,ptf4,Stocks,292290.372905579
18,5,ptf5,Cash,64044.47130226041
18,5,ptf5,Real Estate,129711.52904080767
18,5,ptf5,Precious Metals,32427.882260201917
18,5,ptf5,Bonds,194567.29356121153
18,5,ptf5,Crypto,32427.882260201917
18,5,ptf5,Stocks,259423.05808161534
18,5,returns,Cash,0.0
18,5,returns,Money Market,-0.017252552686906956
18,5,returns,Bonds,0.007725988543170748
18,5,returns,Stocks,0.12669388398630116
18,5,returns,Crypto,0.24376113481423659
18,5,returns,Precious Metals,0.3245047117237004
18,5,returns,Real Estate,0.008311490656398676
18,5,contributions,,0.0
18,5,withdrawals,,50000.0
18,5,availableCash,,10168.177671691054
18,5,cashBuffer,,150000.0
18,5,cashDepletion,,50000.0
18,5,shortfall,,0.0
18,5,cashReplenishment,,53876.29363056936
18,5,financialGainLoss,,53876.29363056936
18,6,ptf_bop,Cash,64044.47130226041
18,6,ptf_bop,Real Estate,129711.52904080767
18,6,ptf_bop,Precious Metals,32427.882260201917
18,6,ptf_bop,Bonds,194567.29356121153
18,6,ptf_bop,Crypto,32427.882260201917
18,6,ptf_bop,Stocks,259423.05808161534
18,6,ptf_eop,Cash,14044.471302260412
18,6,ptf_eop,Real Estate,99959.38453104497
18,6,ptf_eop,Precious Metals,39958.3317675749
18,6,ptf_eop,Bonds,184979.05278897844
18,6,ptf_eop,Crypto,24842.19561408089
18,6,ptf_eop,Stocks,164153.02197965825
18,6,ptf1,Cash,14044.471302260412
18,6,ptf1,Real Estate,129711.52904080767
18,6,ptf1,Precious Metals,32427.882260201917
18,6,ptf1,Bonds,194567.29356121153
18,6,ptf1,Crypto,32427.882260201917
18,6,ptf1,Stocks,259423.05808161534
18,6,ptf2,Cash,14044.471302260412
18,6,ptf2,Real Estate,129711.52904080767
18,6,ptf2,Precious Metals,32427.882260201917
18,6,ptf2,Bonds,194567.29356121153
18,6,ptf2,Crypto,32427.882260201917
18,6,ptf2,Stocks,259423.05808161534
18,6,ptf3,Cash,14044.471302260412
18,6,ptf3,Real Estate,99959.38453104497
18,6,ptf3,Precious Metals,39958.3317675749
18,6,ptf3,Bonds,184979.05278897844
18,6,ptf3,Crypto,24842.19561408089
18,6,ptf3,Stocks,164153.02197965825
18,6,ptf4,Cash,14044.471302260412
18,6,ptf4,Real Estate,99959.38453104497
18,6,ptf4,Precious Metals,39958.3317675749
18,6,ptf4,Bonds,184979.05278897844
18,6,ptf4,Crypto,24842.19561408089
18,6,ptf4,Stocks,164153.02197965825
18,6,ptf5,Cash,14044.471302260412
18,6,ptf5,Real Estate,99959.38453104497
18,6,ptf5,Precious Metals,39958.3317675749
18,6,ptf5,Bonds,184979.05278897844
18,6,ptf5,Crypto,24842.19561408089
18,6,ptf5,Stocks,164153.02197965825
18,6,returns,Cash,0.0
18,6,returns,Money Market,0.008019834393132547
18,6,returns,Bonds,-0.04927981777788668
18,6,returns,Stocks,-0.36723811987438987
18,6,returns,Crypto,-0.233924823867724
18,6,returns,Precious Metals,0.23222143977668697
18,6,returns,Real Estate,-0.22937162740871386
18,6,contributions,,0.0
18,6,withdrawals,,50000.0
18,6,availableCash,,14044.471302260412
18,6,cashBuffer,,150000.0
18,6,cashDepletion,,50000.0
18,6,shortfall,,0.0
18,6,cashReplenishment,,0
18,6,financialGainLoss,,-134665.6585227009
18,7,ptf_bop,Cash,14044.471302260412
18,7,ptf_bop,Real Estate,99959.38453104497
18,7,ptf_bop,Precious Metals,39958.3317675749
18,7,ptf_bop,Bonds,184979.05278897844
18,7,ptf_bop,Crypto,24842.19561408089
18,7,ptf_bop,Stocks,164153.02197965825
18,7,ptf_eop,Cash,0.0
18,7,ptf_eop,Real Estate,98553.26939801223
18,7,ptf_eop,Precious Metals,21816.528193652466
18,7,ptf_eop,Bonds,176164.51283280633
18,7,ptf_eop,Crypto,18641.95975632692
18,7,ptf_eop,Stocks,131900.71348906748
18,7,ptf1,Cash,0.0
18,7,ptf1,Real Estate,99959.38453104497
18,7,ptf1,Precious Metals,39958.3317675749
18,7,ptf1,Bonds,149023.52409123885
18,7,ptf1,Crypto,24842.19561408089
18,7,ptf1,Stocks,164153.02197965825
18,7,ptf2,Cash,0.0
18,7,ptf2,Real Estate,95587.29159671959
18,7,ptf2,Precious Metals,23896.822899179897
18,7,ptf2,Bonds,143380.93739507935
18,7,ptf2,Crypto,23896.822899179897
18,7,ptf2,Stocks,191174.58319343918
18,7,ptf3,Cash,0.0
18,7,ptf3,Real Estate,98553.26939801223
18,7,ptf3,Precious Metals,21816.528193652466
18,7,ptf3,Bonds,176164.51283280633
18,7,ptf3,Crypto,18641.95975632692
18,7,ptf3,Stocks,131900.71348906748
18,7,ptf4,Cash,0.0
18,7,ptf4,Real Estate,98553.26939801223
18,7,ptf4,Precious Metals,21816.528193652466
18,7,ptf4,Bonds,176164.51283280633
18,7,ptf4,Crypto,18641.95975632692
18,7,ptf4,Stocks,131900.71348906748
18,7,ptf5,Cash,0.0
18,7,ptf5,Real Estate,98553.26939801223
18,7,ptf5,Precious Metals,21816.528193652466
18,7,ptf5,Bonds,176164.51283280633
18,7,ptf5,Crypto,18641.95975632692
18,7,ptf5,Stocks,131900.71348906748
18,7,returns,Cash,0.0
18,7,returns,Money Market,0.016730232302935223
18,7,returns,Bonds,0.22864668088613038
18,7,returns,Stocks,-0.31005099482495374
18,7,returns,Crypto,-0.219897982464996
18,7,returns,Precious Metals,-0.08705319172779336
18,7,returns,Real Estate,0.03102899717889315
18,7,contributions,,0.0
18,7,withdrawals,,50000.0
18,7,availableCash,,0.0
18,7,cashBuffer,,150000.0
18,7,cashDepletion,,14044.471302260412
18,7,shortfall,,35955.52869773959
18,7,cashReplenishment,,0
18,7,financialGainLoss,,-30859.47431373247
18,8,ptf_bop,Cash,0.0
18,8,ptf_bop,Real Estate,98553.26939801223
18,8,ptf_bop,Precious Metals,21816.528193652466
18,8,ptf_bop,Bonds,176164.51283280633
18,8,ptf_bop,Crypto,18641.95975632692
18,8,ptf_bop,Stocks,131900.71348906748
18,8,ptf_eop,Cash,63969.43973401142
18,8,ptf_eop,Real Estate,79415.39673397309
18,8,ptf_eop,Precious Metals,19853.849183493272
18,8,ptf_eop,Bonds,119123.09510095962
18,8,ptf_eop,Crypto,19853.849183493272
18,8,ptf_eop,Stocks,158830.79346794618
18,8,ptf1,Cash,0.0
18,8,ptf1,Real Estate,98553.26939801223
18,8,ptf1,Precious Metals,21816.528193652466
18,8,ptf1,Bonds,126164.51283280633
18,8,ptf1,Crypto,18641.95975632692
18,8,ptf1,Stocks,131900.71348906748
18,8,ptf2,Cash,0.0
18,8,ptf2,Real Estate,79415.39673397309
18,8,ptf2,Precious Metals,19853.849183493272
18,8,ptf2,Bonds,119123.09510095962
18,8,ptf2,Crypto,19853.849183493272
18,8,ptf2,Stocks,158830.79346794618
18,8,ptf3,Cash,0.0
18,8,ptf3,Real Estate,104177.7871852128
18,8,ptf3,Precious Metals,21829.11455016453
18,8,ptf3,Bonds,151682.32348264716
18,8,ptf3,Crypto,15462.21795950523
18,8,ptf3,Stocks,167894.98022634716
18,8,ptf4,Cash,63969.43973401142
18,8,ptf4,Real Estate,104177.7871852128
18,8,ptf4,Precious Metals,21829.11455016453
18,8,ptf4,Bonds,87712.88374863574
18,8,ptf4,Crypto,15462.21795950523
18,8,ptf4,Stocks,167894.98022634716
18,8,ptf5,Cash,63969.43973401142
18,8,ptf5,Real Estate,79415.39673397309
18,8,ptf5,Precious Metals,19853.849183493272
18,8,ptf5,Bonds,119123.09510095962
18,8,ptf5,Crypto,19853.849183493272
18,8,ptf5,Stocks,158830.79346794618
18,8,returns,Cash,0.0
18,8,returns,Money Market,0.08413261722321526
18,8,returns,Bonds,0.2733242311584738
18,8,returns,Stocks,0.05706819540777679
18,8,returns,Crypto,-0.22119797442801659
18,8,returns,Precious Metals,0.0994902977460671
18,8,returns,Real Estate,0.31180843349796694
18,8,contributions,,0.0
18,8,withdrawals,,50000.0
18,8,availableCash,,0.0
18,8,cashBuffer,,150000.0
18,8,cashDepletion,,0.0
18,8,shortfall,,50000.0
18,8,cashReplenishment,,63969.43973401142
18,8,financialGainLoss,,63969.43973401142
18,9,ptf_bop,Cash,63969.43973401142
18,9,ptf_bop,Real Estate,79415.39673397309
18,9,ptf_bop,Precious Metals,19853.849183493272
18,9,ptf_bop,Bonds,119123.09510095962
18,9,ptf_bop,Crypto,19853.849183493272
18,9,ptf_bop,Stocks,158830.79346794618
18,9,ptf_eop,Cash,17343.099439843907
18,9,ptf_eop,Real Estate,79415.3967339731
18,9,ptf_eop,Precious Metals,19853.849183493276
18,9,ptf_eop,Bonds,119123.09510095965
18,9,ptf_eop,Crypto,19853.849183493276
18,9,ptf_eop,Stocks,158830.7934679462
18,9,ptf1,Cash,13969.439734011423
18,9,ptf1,Real Estate,79415.39673397309
18,9,ptf1,Precious Metals,19853.849183493272
18,9,ptf1,Bonds,119123.09510095962
18,9,ptf1,Crypto,19853.849183493272
18,9,ptf1,Stocks,158830.79346794618
18,9,ptf2,Cash,13969.439734011423
18,9,ptf2,Real Estate,79415.39673397309
18,9,ptf2,Precious Metals,19853.849183493272
18,9,ptf2,Bonds,119123.09510095962
18,9,ptf2,Crypto,19853.849183493272
18,9,ptf2,Stocks,158830.79346794618
18,9,ptf3,Cash,13969.439734011423
18,9,ptf3,Real Estate,70537.06425790714
18,9,ptf3,Precious Metals,24244.666749417713
18,9,ptf3,Bonds,135301.26356406178
18,9,ptf3,Crypto,16272.338153054572
18,9,ptf3,Stocks,154095.31065125673
18,9,ptf4,Cash,17343.099439843907
18,9,ptf4,Real Estate,70537.06425790714
18,9,ptf4,Precious Metals,24244.666749417713
18,9,ptf4,Bonds,131927.6038582293
18,9,ptf4,Crypto,16272.338153054572
18,9,ptf4,Stocks,154095.31065125673
18,9,ptf5,Cash,17343.099439843907
18,9,ptf5,Real Estate,79415.3967339731
18,9,ptf5,Precious Metals,19853.849183493276
18,9,ptf5,Bonds,119123.09510095965
18,9,ptf5,Crypto,19853.849183493276
18,9,ptf5,Stocks,158830.7934679462
18,9,returns,Cash,0.0
18,9,returns,Money Market,0.0665365573766784
18,9,returns,Bonds,0.13581051138228709
18,9,returns,Stocks,-0.029814639298173233
18,9,returns,Crypto,-0.18039378648128399
18,9,returns,Precious Metals,0.221156992044395
18,9,returns,Real Estate,-0.11179611059309727
18,9,contributions,,0.0
18,9,withdrawals,,50000.0
18,9,availableCash,,13969.439734011423
18,9,cashBuffer,,150000.0
18,9,cashDepletion,,50000.0
18,9,shortfall,,0.0
18,9,cashReplenishment,,3373.659705832484
18,9,financialGainLoss,,3373.659705832484
18,10,ptf_bop,Cash,17343.099439843907
